Yearly_ExpensesK,Yearly_IncomeK,Overall_happiness_score,Avg_Residancy_Altitude,Will_vote_only_large_party,Financial_agenda_matters,Most_Important_Issue_0.0,Most_Important_Issue_3.0,Most_Important_Issue_5.0,Most_Important_Issue_6.0,Vote
-0.695320591,0.0289103205503,-0.860033017474,1.61731324321,1,-1,1.0,0.0,0.0,0.0,9
-0.630015423295,0.954174605989,1.30385052702,-0.532094702026,1,-1,1.0,0.0,0.0,0.0,7
-0.783407178504,0.469016933719,1.14371848083,-0.361036899552,1,-1,1.0,0.0,0.0,0.0,7
-0.0711258060472,-0.250028143218,0.69095553135,-0.996958305136,1,-1,1.0,0.0,0.0,0.0,9
2.24494143556,1.25011394634,1.04475873178,-0.420743846654,1,1,0.0,0.0,1.0,0.0,5
-0.0575837563009,2.32907193031,-0.225446094371,-0.183855365782,1,1,0.0,0.0,1.0,0.0,8
2.82087238853,2.32763802428,2.36255496565,-1.22079464039,1,1,0.0,0.0,0.0,1.0,5
2.34750462583,2.28905699836,2.25667193434,-0.974058397574,1,1,0.0,0.0,1.0,0.0,8
-0.168905999893,1.63547201992,-1.72399219626,-1.22875123043,1,1,0.0,1.0,0.0,0.0,2
-1.94286015662,-4.39544376665,-2.6422981606,-0.462170592599,1,1,0.0,0.0,1.0,0.0,5
-0.140934732068,0.494881062602,-1.94445918715,4.8033221399,-1,-1,1.0,0.0,0.0,0.0,1
0.930317579835,-0.0256675658983,-0.168697826079,-0.70043845457,1,-1,1.0,0.0,0.0,0.0,3
1.32043306222,-1.19969410229,1.93614681249,-0.958110234004,1,1,0.0,0.0,0.0,1.0,5
-0.670862259602,0.540448186505,1.44421007745,-1.22885430817,1,-1,1.0,0.0,0.0,0.0,7
-0.368251249309,-0.0808155336592,0.483232535218,-0.516909860027,1,-1,1.0,0.0,0.0,0.0,4
0.373374051637,0.144019535224,-0.32637791021,-1.04786320046,1,-1,1.0,0.0,0.0,0.0,0
-0.732349561714,0.32020763672,1.17520498263,-0.510142264864,1,-1,1.0,0.0,0.0,0.0,7
0.519785231993,-0.257371132576,-0.416224746052,0.146628092597,1,-1,1.0,0.0,0.0,0.0,3
-0.52553991547,-0.226301930875,0.67073597121,-1.28182732274,1,-1,1.0,0.0,0.0,0.0,4
2.53925043956,2.18568801928,2.31129792094,-0.747268510684,1,1,0.0,0.0,1.0,0.0,8
-2.79146797828,-2.03685302147,-2.87136141359,-1.23933652122,1,1,0.0,0.0,1.0,0.0,8
-0.588104768018,-0.259670380816,-0.75903307349,0.827764221439,1,-1,1.0,0.0,0.0,0.0,0
1.43810817542,-3.47926302921,-1.23369160152,2.57355463435,-1,-1,1.0,0.0,0.0,0.0,1
0.609187435108,0.186543318183,0.155769613475,-0.697276709897,1,-1,1.0,0.0,0.0,0.0,7
-0.528834987623,-0.441731728887,-0.796987700329,-0.539229565031,1,-1,1.0,0.0,0.0,0.0,0
0.563392759228,0.0225941283545,1.27531450691,-0.730522575471,1,-1,1.0,0.0,0.0,0.0,9
-0.755612496721,0.449189592796,1.2401658102,-0.486991959471,1,-1,1.0,0.0,0.0,0.0,7
0.0272264779378,0.0130657956759,0.694711479865,0.536376327404,1,-1,1.0,0.0,0.0,0.0,9
-0.496844193648,-0.307716292047,-1.02482848489,0.252529184078,1,-1,1.0,0.0,0.0,0.0,9
-0.407469528022,-0.232073265352,-0.529142095119,-0.778645776576,1,-1,1.0,0.0,0.0,0.0,0
-0.482848771837,-0.0120175214278,0.672814368523,0.757096299612,1,-1,1.0,0.0,0.0,0.0,4
1.40830910725,0.702973650205,0.81609900337,-0.253438581531,1,1,0.0,0.0,0.0,1.0,5
2.82766235811,2.37747249341,2.38587441697,-0.683312721329,1,1,0.0,0.0,1.0,0.0,8
0.486247634924,0.143060951132,-0.175208099348,0.785830666677,1,-1,1.0,0.0,0.0,0.0,0
-0.929555317347,-0.282282914757,-0.926640224734,-0.259765717669,1,-1,1.0,0.0,0.0,0.0,9
-0.532718709502,-0.165718730511,0.622396290352,0.243669610638,1,-1,1.0,0.0,0.0,0.0,4
-0.3683614001,0.726399165641,1.43230916779,-0.439736495561,1,-1,1.0,0.0,0.0,0.0,7
-0.0857630732107,-0.283997556092,0.83628201115,1.09914659115,1,-1,1.0,0.0,0.0,0.0,9
-0.409055075642,-0.291310260179,0.573387645924,0.0453946701361,1,-1,1.0,0.0,0.0,0.0,4
-0.914937450298,-0.127371959225,-0.743483457558,-0.365807169791,1,-1,1.0,0.0,0.0,0.0,9
-0.713502926503,-0.137351641813,-1.02001510806,1.35186066016,1,-1,1.0,0.0,0.0,0.0,9
-0.409734410618,-0.288840090095,-0.582924133077,0.448652491771,1,-1,1.0,0.0,0.0,0.0,0
-0.17439613444,0.102739170277,0.359109139294,-0.896293719948,1,-1,1.0,0.0,0.0,0.0,3
-0.191001740017,0.290969669732,-0.476569940077,-0.685590591842,1,-1,1.0,0.0,0.0,0.0,9
2.00829445608,-1.38033686296,-0.755163531583,-0.787684475102,1,1,0.0,0.0,0.0,1.0,5
-0.601612442423,-0.28361650374,-0.661617948977,-0.93497497029,1,-1,1.0,0.0,0.0,0.0,9
-0.520375982351,0.293360487849,0.60153850912,-0.519089497581,1,-1,1.0,0.0,0.0,0.0,9
-2.85508628096,1.60495314983,-1.86849497458,-0.958446824642,1,1,0.0,0.0,1.0,0.0,8
-0.264642644159,0.114717195008,0.646736389288,0.175664944065,1,-1,1.0,0.0,0.0,0.0,3
-0.719487310588,0.469269745855,1.10873028568,-0.315602139322,1,-1,1.0,0.0,0.0,0.0,7
-0.585132693209,-0.155442716531,-0.429219148561,1.34932046937,1,-1,1.0,0.0,0.0,0.0,9
-0.7781316387,0.57165398985,1.33487141046,-0.00345414510303,1,-1,1.0,0.0,0.0,0.0,7
1.77356261918,2.34209779036,2.18322981658,0.0345208915116,1,1,0.0,1.0,0.0,0.0,8
0.734038569273,-0.525733842006,-0.872326872347,-1.32796685554,-1,1,1.0,0.0,0.0,0.0,6
-0.634176689779,-0.268983723251,-0.773257391263,-0.855551523837,1,-1,1.0,0.0,0.0,0.0,0
0.244582780059,2.0924097676,-0.572225257206,-0.990030417767,1,1,0.0,1.0,0.0,0.0,8
0.21785757758,-0.422818527392,0.735601170251,0.494452514314,1,-1,1.0,0.0,0.0,0.0,9
0.493415844436,0.295738710577,0.235600447093,-0.918276110994,1,-1,1.0,0.0,0.0,0.0,7
0.344815661386,0.0489552651054,-0.343225249083,-1.24745114774,1,-1,1.0,0.0,0.0,0.0,0
0.463727116546,0.30645583044,0.0168096543313,-0.560270838415,1,-1,1.0,0.0,0.0,0.0,0
-0.822824111447,0.565351935664,1.32034660052,0.0542120561761,1,-1,1.0,0.0,0.0,0.0,7
1.73216543317,1.4165162796,0.0257230438112,0.114652299681,1,-1,1.0,0.0,0.0,0.0,4
-2.35545813163,2.35316510484,-1.92083526133,-0.784627678151,1,1,0.0,1.0,0.0,0.0,8
0.537946374778,0.124693001717,0.199580822933,0.627284262438,1,-1,1.0,0.0,0.0,0.0,7
-0.275683842153,-0.0634939424434,1.49348502578,0.0521738258687,1,-1,1.0,0.0,0.0,0.0,9
-0.596358540605,-0.338319805133,0.877389260903,-0.182697631881,1,-1,1.0,0.0,0.0,0.0,4
0.572272074109,0.160457313084,-0.233686776002,0.906681637883,1,-1,1.0,0.0,0.0,0.0,0
-0.460500083712,-0.285593385441,0.694391226141,1.45273771888,1,-1,1.0,0.0,0.0,0.0,4
0.679342610215,-0.206640867012,-0.334134562221,0.921886432591,1,-1,1.0,0.0,0.0,0.0,3
0.118057094993,-5.87215125678,-3.11228507557,2.49457754124,-1,-1,1.0,0.0,0.0,0.0,1
-0.790635537795,-0.170351178537,0.54901032948,0.292232863305,1,-1,1.0,0.0,0.0,0.0,4
0.653580166402,0.462756941703,-0.258271682611,-0.300095547774,1,-1,1.0,0.0,0.0,0.0,0
-0.526446346793,0.407266293005,-0.1823106943,0.159892711839,1,-1,1.0,0.0,0.0,0.0,9
-0.795663329018,-0.343325543468,-0.578321273176,-0.539138763153,1,-1,1.0,0.0,0.0,0.0,9
-0.469827653908,0.00855388234727,-0.338667654908,-0.378573786958,1,-1,1.0,0.0,0.0,0.0,9
-0.587433352828,-0.192459636914,-0.619493520372,-0.941159944446,1,-1,1.0,0.0,0.0,0.0,0
-0.432663809356,-0.478619145053,0.213168652134,-0.91265619675,1,-1,1.0,0.0,0.0,0.0,4
2.32528649143,2.00220051899,1.78459473282,-0.722342450518,1,1,0.0,1.0,0.0,0.0,8
0.0325237117879,-0.045857745251,0.671835308103,0.976620141482,1,-1,1.0,0.0,0.0,0.0,9
0.55582415789,0.146639265716,-0.110696099202,-0.649392904841,1,-1,1.0,0.0,0.0,0.0,0
1.76016641334,1.1567037774,-0.381061203515,-0.519302713803,1,1,0.0,1.0,0.0,0.0,2
-0.797402158552,0.587204832278,1.50610725761,-0.908688722269,1,-1,1.0,0.0,0.0,0.0,7
-0.466615110447,-0.521163323264,-3.21635907403,2.14411679965,-1,-1,1.0,0.0,0.0,0.0,1
0.758616581104,-0.580478947291,1.32971911774,1.3277602095,-1,1,1.0,0.0,0.0,0.0,6
-0.00455348203871,-0.174609737329,0.172546992186,-0.402876909689,1,-1,1.0,0.0,0.0,0.0,9
-2.62531158271,-1.44761642389,0.222005452848,-1.01385017083,1,1,0.0,0.0,1.0,0.0,8
-0.39347475116,-0.155855645161,0.185756086916,0.302323061899,1,-1,1.0,0.0,0.0,0.0,3
0.63890729194,-0.206698883616,-0.307251180963,1.70989758569,1,-1,1.0,0.0,0.0,0.0,3
-1.16991385759,-0.548470180218,-1.27749779467,-1.26716424582,-1,1,1.0,0.0,0.0,0.0,6
-0.241204708382,0.158863470883,0.53177152433,-0.210964002422,1,-1,1.0,0.0,0.0,0.0,9
0.507060511612,0.182894555855,0.333188972697,-0.506671491805,1,-1,1.0,0.0,0.0,0.0,7
0.413036345832,0.306590608784,0.156805253422,-0.507779733807,1,-1,1.0,0.0,0.0,0.0,7
1.28573713119,1.22883109124,0.130759977727,-0.581362464251,1,1,0.0,1.0,0.0,0.0,2
-0.786951944153,-0.0476488380337,-0.627510795775,1.57557477518,1,-1,1.0,0.0,0.0,0.0,9
-0.483355162943,-0.0201353693388,-0.452158814773,-0.73832421516,1,-1,1.0,0.0,0.0,0.0,9
-0.853805904659,-0.352913931941,-0.765862550164,-1.10860762319,1,-1,1.0,0.0,0.0,0.0,9
1.67938509145,1.39859168083,0.0815844322192,0.144093982296,1,-1,1.0,0.0,0.0,0.0,4
-0.421908435149,-0.389058617291,0.648924117528,1.01326423755,1,-1,1.0,0.0,0.0,0.0,4
-0.356025900173,-0.268243232786,0.444444662573,0.393296074971,1,-1,1.0,0.0,0.0,0.0,3
-0.629675975605,0.537187280536,1.34234706356,-0.519373603711,1,-1,1.0,0.0,0.0,0.0,7
1.01731827336,0.691439070834,-0.886987595989,3.2584301836,-1,-1,1.0,0.0,0.0,0.0,1
-0.374354391955,-0.208450914419,0.694876619963,-0.440466424154,1,-1,1.0,0.0,0.0,0.0,4
0.233270548611,1.35556150095,-2.47519222792,1.44253212009,1,1,0.0,1.0,0.0,0.0,2
2.14316428825,-0.0472222341182,-3.15573123644,0.418750864518,1,1,0.0,0.0,0.0,1.0,2
0.872174142191,-0.00780401137544,-0.111125177133,-1.01261810835,1,-1,1.0,0.0,0.0,0.0,3
-0.842335258131,-0.1280665452,-0.963003699072,-1.17292721232,1,-1,1.0,0.0,0.0,0.0,9
0.457573995827,0.225365092247,-0.0663321516813,1.45755370704,1,-1,1.0,0.0,0.0,0.0,0
-0.260312293529,-0.530559175118,-0.510874115943,-0.669225319845,1,-1,1.0,0.0,0.0,0.0,9
0.777416936931,0.34917897493,0.000747394974396,-0.257110855498,1,-1,1.0,0.0,0.0,0.0,7
-0.634333362544,-0.741619087461,-0.677176000443,-1.14887345168,1,-1,1.0,0.0,0.0,0.0,9
-0.21870739213,-0.131391236054,0.799511589107,0.544552147416,1,-1,1.0,0.0,0.0,0.0,4
0.193464673142,0.134446721057,0.555335017336,-1.07453576821,1,-1,1.0,0.0,0.0,0.0,9
-1.10157238059,2.06504568133,-1.74249691804,0.922972135051,1,1,0.0,0.0,1.0,0.0,8
-0.587897032405,-0.230726258705,0.51938699641,-1.01439311901,1,-1,1.0,0.0,0.0,0.0,4
-0.364281687411,-3.64413368409,-2.96334620768,-0.269286565978,1,1,0.0,1.0,0.0,0.0,2
-0.886853248556,-0.0588986612955,-0.852141062627,0.293289132269,1,-1,1.0,0.0,0.0,0.0,9
-0.278550397106,0.0752172169805,0.535662698589,0.478893024433,1,-1,1.0,0.0,0.0,0.0,3
-0.282361577866,-0.0684197978652,0.437178771309,-0.0384556897938,1,-1,1.0,0.0,0.0,0.0,3
-0.394532609719,-0.13951012207,0.0738931927293,0.160120252893,1,-1,1.0,0.0,0.0,0.0,3
-0.41524662638,-0.244657776196,0.380925863957,-0.37653228854,1,-1,1.0,0.0,0.0,0.0,4
0.876526721517,-0.74089815197,-0.82248769826,-1.11145167508,-1,1,1.0,0.0,0.0,0.0,6
-0.649233419208,0.550323887472,1.33956439989,0.934888386574,1,-1,1.0,0.0,0.0,0.0,7
0.851828300915,0.504423509087,0.440597328398,0.0835000401994,1,-1,1.0,0.0,0.0,0.0,7
-0.474290003805,-0.376338944895,-0.969737912848,-1.05109755831,1,-1,1.0,0.0,0.0,0.0,9
-0.569276814636,-0.49058815637,-0.832351640994,0.555140792867,1,-1,1.0,0.0,0.0,0.0,9
1.55980649463,-3.84865841761,-2.85823474052,-0.434933346858,1,1,0.0,0.0,0.0,1.0,2
2.5268443638,1.15033470897,-1.42563335642,0.887758801125,1,1,0.0,1.0,0.0,0.0,2
-0.319776049617,-0.108886893575,-0.559434917812,-0.509210426804,1,-1,1.0,0.0,0.0,0.0,0
-0.92182857238,0.384513699576,1.1756293951,-1.0125205453,1,-1,1.0,0.0,0.0,0.0,7
2.57818860326,0.364562833395,-1.36528575005,-0.288858104013,1,1,0.0,0.0,0.0,1.0,2
-0.585698854101,-0.184820745762,0.818715341115,-1.08171912524,1,-1,1.0,0.0,0.0,0.0,4
1.58669398607,-0.603018347845,1.88708107761,-0.320152714078,1,1,0.0,0.0,0.0,1.0,5
0.369719106156,-0.103940470251,1.60338613319,1.13158853931,1,-1,1.0,0.0,0.0,0.0,9
-0.513557858189,-0.302167701571,-0.698946246346,1.2995886075,1,-1,1.0,0.0,0.0,0.0,0
0.675866759617,0.222356895486,-0.201215563939,-1.22083013479,1,-1,1.0,0.0,0.0,0.0,0
-0.316173652663,-0.142872734399,-0.465446006183,-0.438983300667,1,-1,1.0,0.0,0.0,0.0,0
-0.404211822036,-0.114725012657,0.370660243091,1.72800396544,1,-1,1.0,0.0,0.0,0.0,3
0.750642392929,0.449528918833,-0.309570899283,-0.767362358055,1,-1,1.0,0.0,0.0,0.0,0
-0.258121790436,0.419468687689,-0.563598961094,-1.02200787633,1,-1,1.0,0.0,0.0,0.0,9
0.439559128586,0.200400644212,0.239447725141,1.21065920346,1,-1,1.0,0.0,0.0,0.0,7
-0.612409003504,-0.298445054679,-0.727605505637,0.673676185452,1,-1,1.0,0.0,0.0,0.0,9
-0.638611447491,0.665514442126,1.5016581253,-0.891490769091,1,-1,1.0,0.0,0.0,0.0,7
-1.45991370595,1.00524286682,1.74478984461,4.51313989582,-1,-1,1.0,0.0,0.0,0.0,1
-0.438887907018,-0.18250422805,-0.559168788659,-0.29833959922,1,-1,1.0,0.0,0.0,0.0,9
-0.392978517099,-0.276021224555,-0.973270984293,-0.0363114456325,1,-1,1.0,0.0,0.0,0.0,9
-0.723208954648,-0.601622718372,-0.112341688001,-0.753286196841,1,1,0.0,0.0,1.0,0.0,8
-0.983113890367,-0.0101708534427,-0.739208484001,-0.853279738665,1,-1,1.0,0.0,0.0,0.0,9
-0.69189905635,0.503588117935,0.975236738384,-0.71012612073,1,-1,1.0,0.0,0.0,0.0,7
-0.354334327582,-0.343135925267,-0.758969586024,-0.69320694352,1,-1,1.0,0.0,0.0,0.0,9
0.586713678499,-0.244745855278,-0.592541088369,1.47517864482,1,-1,1.0,0.0,0.0,0.0,3
-0.571298803185,-0.362467051322,0.253567616507,-0.859793772964,1,-1,1.0,0.0,0.0,0.0,3
-0.422401066442,-0.184926636292,-0.602166121949,-0.00258007933368,1,-1,1.0,0.0,0.0,0.0,0
0.243580416765,0.271661130839,1.24321605951,0.95885697777,1,-1,1.0,0.0,0.0,0.0,9
-0.683216298892,-0.206367035558,0.517773340804,-0.36941825238,1,-1,1.0,0.0,0.0,0.0,4
-0.605754881432,-0.248790668339,-0.361002594047,-0.060664127097,1,-1,1.0,0.0,0.0,0.0,9
1.10146417835,-1.92381743756,-0.616034868277,-0.471101890531,1,1,0.0,0.0,0.0,1.0,5
-0.859984849905,-0.336849868734,-0.646161114593,-0.311135371402,1,-1,1.0,0.0,0.0,0.0,9
0.0631199809098,0.510890942234,1.41977778527,1.63730603052,1,-1,1.0,0.0,0.0,0.0,9
0.315833216409,0.105959436776,-0.337876267912,-0.513167454579,1,-1,1.0,0.0,0.0,0.0,0
0.571789907729,0.278808357208,-0.103360267144,-0.537824453508,1,-1,1.0,0.0,0.0,0.0,0
2.43193319432,0.106805027053,0.904830188687,-0.633797160971,1,1,0.0,0.0,1.0,0.0,5
2.74886597645,2.23751839469,1.14695953073,-0.489636768604,1,1,0.0,0.0,0.0,1.0,2
-0.646215940178,-0.268046962415,-0.816537681654,-0.279632149192,1,-1,1.0,0.0,0.0,0.0,0
-0.569331467843,-0.208646473194,-0.840217656231,0.645613726901,1,-1,1.0,0.0,0.0,0.0,9
-2.48865604274,0.240967161865,-0.156000876397,2.95132444758,-1,-1,1.0,0.0,0.0,0.0,1
0.481077639719,0.122133712218,-0.148414686907,-0.953687116046,1,-1,1.0,0.0,0.0,0.0,0
-0.650240291869,0.676380227956,1.291959469,-0.657780652909,1,-1,1.0,0.0,0.0,0.0,7
0.301262014985,0.180570273633,-0.363694013617,-0.0922412909268,1,-1,1.0,0.0,0.0,0.0,0
0.375136912171,0.10057268112,-0.226376120141,-0.952444276362,1,-1,1.0,0.0,0.0,0.0,7
-0.62003266861,-0.240724947535,-1.0662114396,-0.538073237623,1,-1,1.0,0.0,0.0,0.0,9
-0.800225919992,-0.00664196069371,-0.651568623431,-1.24068993816,1,-1,1.0,0.0,0.0,0.0,9
-0.130982083743,-0.193954840483,0.723365792672,-0.792536891877,1,-1,1.0,0.0,0.0,0.0,4
0.737760286871,0.116952346056,-0.0812282542339,0.151332272449,1,-1,1.0,0.0,0.0,0.0,3
0.488748829485,0.386627473875,-0.255577321,0.514053883908,1,-1,1.0,0.0,0.0,0.0,0
0.161570231037,-0.455762590956,0.573980606885,0.119424197942,1,-1,1.0,0.0,0.0,0.0,9
-0.68492275235,-0.342676595736,-0.844968978202,-0.791961582934,1,-1,1.0,0.0,0.0,0.0,0
-0.628006150806,0.836097960397,1.25676018991,-0.75779786801,1,-1,1.0,0.0,0.0,0.0,7
-0.0864799647051,0.135252528649,-0.237948357042,1.09314152528,1,-1,1.0,0.0,0.0,0.0,9
-0.781021917699,-0.193821474213,-0.648031846586,0.000406197628611,1,-1,1.0,0.0,0.0,0.0,9
-0.487265854639,-0.344463476246,-0.715614131853,-0.277202753373,1,-1,1.0,0.0,0.0,0.0,0
0.479358418364,0.369839816609,0.267375023225,0.654331125973,1,-1,1.0,0.0,0.0,0.0,7
0.337045881351,0.200896771543,0.044530455204,-1.02428238371,1,1,0.0,0.0,1.0,0.0,8
2.21489015341,-0.270408287327,2.01555334115,-0.0226384705597,1,1,0.0,0.0,1.0,0.0,5
0.507992631385,0.0335166424619,0.110783784332,-0.775949124796,1,-1,1.0,0.0,0.0,0.0,7
-0.362962473792,-0.393020754364,0.0147551950344,1.35117551334,1,-1,1.0,0.0,0.0,0.0,3
-0.422023041923,-0.23020806485,-0.623563391498,-0.102970435892,1,-1,1.0,0.0,0.0,0.0,0
-0.812000080355,0.505498453817,1.56782233957,-0.857934988219,1,-1,1.0,0.0,0.0,0.0,7
-0.837803510597,-0.599829530317,-0.4928109218,0.0638505522566,1,-1,1.0,0.0,0.0,0.0,9
1.70452656331,1.37732965935,-0.190169439548,0.00695184053479,1,-1,1.0,0.0,0.0,0.0,4
-0.553541943053,-0.248710062828,-0.723031768854,1.32930246258,1,-1,1.0,0.0,0.0,0.0,0
-0.74791645869,0.662484013812,1.15632479202,-0.311814732472,1,-1,1.0,0.0,0.0,0.0,7
-0.000926603060604,-0.102313582355,0.891710984583,-0.946558777311,1,-1,1.0,0.0,0.0,0.0,9
-1.95034034247,-2.41281453244,0.740933554703,2.92263795957,-1,-1,1.0,0.0,0.0,0.0,1
0.387362676835,0.208898259135,-0.232462869553,1.41196241829,1,-1,1.0,0.0,0.0,0.0,0
0.485069842552,0.118789191632,-0.3229541011,-0.867434867817,1,-1,1.0,0.0,0.0,0.0,0
-2.85494532434,-2.08592858409,1.58455843602,1.96477625808,-1,-1,1.0,0.0,0.0,0.0,1
-0.657340590939,-0.205898043628,-0.222210213485,-0.736521570176,1,-1,1.0,0.0,0.0,0.0,9
0.445197599051,0.461856387275,0.0984027939883,-0.698176610035,1,-1,1.0,0.0,0.0,0.0,7
-1.26215870539,-1.44401055314,-0.577876144245,-1.20350528212,1,1,0.0,0.0,1.0,0.0,8
-0.66202216757,0.708568205348,0.945974192223,1.60623290221,1,-1,1.0,0.0,0.0,0.0,7
-0.70159371598,1.10455360659,-3.30029832914,-0.0552785812075,1,1,0.0,1.0,0.0,0.0,2
-0.806088868814,-0.135315634646,-0.766887347214,-0.915520432045,1,-1,1.0,0.0,0.0,0.0,9
0.509820560875,0.456563394369,0.0868171517823,0.691107202027,1,-1,1.0,0.0,0.0,0.0,7
-0.15661067136,-0.0631624271759,0.27206940203,-0.841450782629,1,-1,1.0,0.0,0.0,0.0,3
-0.686522521498,0.397609435878,1.23935455685,0.175680085661,1,-1,1.0,0.0,0.0,0.0,7
-1.21239934059,-0.340436951078,-0.70267441431,-1.1399062701,1,-1,1.0,0.0,0.0,0.0,9
-0.75778780759,-0.143385596339,-0.652367720349,-0.0191419424713,1,-1,1.0,0.0,0.0,0.0,9
-0.150280458311,-0.102557192679,1.00521174854,-0.838041067177,1,-1,1.0,0.0,0.0,0.0,9
-0.946500851852,0.559922450573,1.12010559084,0.738431184758,1,-1,1.0,0.0,0.0,0.0,7
0.649832011617,0.230695765231,-0.285164528225,1.52217865521,1,-1,1.0,0.0,0.0,0.0,0
-0.637158243707,1.21699801577,-1.54096996606,-0.925288197385,1,1,0.0,1.0,0.0,0.0,8
-0.703456841068,-0.453044508909,0.167426532237,-0.00255905709378,1,-1,1.0,0.0,0.0,0.0,4
-0.333767662713,0.0315579777699,0.524272799078,-0.75205646918,1,-1,1.0,0.0,0.0,0.0,3
-0.43880209245,-0.0533247161091,0.0704396332022,-0.508671803788,1,-1,1.0,0.0,0.0,0.0,9
-0.485287598213,-0.190562754894,-0.554000584274,-0.725991462154,1,-1,1.0,0.0,0.0,0.0,0
0.966141861123,1.51605771589,-1.59035339165,3.24497829418,-1,-1,1.0,0.0,0.0,0.0,1
2.59649399435,1.43470093309,1.32766605891,-1.03990540672,1,1,0.0,0.0,0.0,1.0,5
-0.268494246211,-0.239250974739,0.663737830413,1.63013746858,1,-1,1.0,0.0,0.0,0.0,4
0.339832710611,0.316597757659,-0.158318966493,0.895239693352,1,-1,1.0,0.0,0.0,0.0,0
0.444250762898,0.184488381391,-0.438581658368,-1.02695748807,1,-1,1.0,0.0,0.0,0.0,0
-0.736980337632,0.657854228367,1.33624577959,-0.777366663531,1,-1,1.0,0.0,0.0,0.0,7
-0.483777047088,-0.218923748816,0.170635091075,0.0191444457147,1,-1,1.0,0.0,0.0,0.0,3
-0.888791721552,-0.282757799617,-0.878117184834,1.78828503063,1,-1,1.0,0.0,0.0,0.0,9
-0.820878619067,-0.157431802886,-0.502629668014,-0.668119483776,1,-1,1.0,0.0,0.0,0.0,9
0.453560357027,0.15279510527,-0.277726053821,0.234326174521,1,-1,1.0,0.0,0.0,0.0,0
0.854653431946,0.751988371884,-0.966480808174,-1.65470896627,-1,1,1.0,0.0,0.0,0.0,6
